Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Furniture,Nashville,United States,TS-21205,Thomas Seio,0.2,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,FUR-FU-10004351,Staple-based wall hangings,$9,4,South,South,8698,31.168,Corporate,6/20/2019,Standard Class,Tennessee,Furnishings
Furniture,Nashville,United States,TS-21205,Thomas Seio,0.4,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-$28,2,South,South,8699,120.96,Corporate,6/20/2019,Standard Class,Tennessee,Tables
Technology,Nashville,United States,TS-21205,Thomas Seio,0.2,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),$224,8,South,South,8700,2239.936,Corporate,6/20/2019,Standard Class,Tennessee,Phones
Office Supplies,Nashville,United States,TS-21205,Thomas Seio,0.2,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,OFF-AP-10004249,Staple holder,$7,8,South,South,8701,76.608,Corporate,6/20/2019,Standard Class,Tennessee,Appliances
Office Supplies,Nashville,United States,TS-21205,Thomas Seio,0.2,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",$18,1,South,South,8702,142.776,Corporate,6/20/2019,Standard Class,Tennessee,Storage
Office Supplies,Nashville,United States,TS-21205,Thomas Seio,0.2,1,6/15/2019,CA-2019-119284,Cassandra Brandow,37211,OFF-PA-10000312,Xerox 1955,$30,5,South,South,8703,91.36,Corporate,6/20/2019,Standard Class,Tennessee,Paper
Office Supplies,Philadelphia,United States,RP-19390,Resi Pölking,0.2,1,3/1/2017,CA-2017-133494,Chuck Magee,19120,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,$0,2,East,East,8704,3.552,Consumer,3/5/2017,Standard Class,Pennsylvania,Appliances
Technology,Houston,United States,IL-15100,Ivan Liston,0.2,1,7/23/2018,CA-2018-111318,Kelly Williams,77041,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,$12,8,Central,Central,8705,115.136,Consumer,7/26/2018,First Class,Texas,Phones
Office Supplies,Reno,United States,NF-18475,Neil Französisch,0,1,10/1/2016,US-2016-132745,Anna Andreadi,89502,OFF-FA-10000254,Sterling Rubber Bands by Alliance,$0,1,West,West,8706,4.71,Home Office,10/5/2016,Standard Class,Nevada,Fasteners
Furniture,New York City,United States,PP-18955,Paul Prost,0.1,1,9/8/2016,CA-2016-146815,Chuck Magee,10009,FUR-CH-10004289,Global Super Steno Chair,$13,2,East,East,8707,172.764,Home Office,9/13/2016,Standard Class,New York,Chairs
Office Supplies,New York City,United States,PP-18955,Paul Prost,0,1,9/8/2016,CA-2016-146815,Chuck Magee,10009,OFF-AR-10003469,Nontoxic Chalk,$2,2,East,East,8708,3.52,Home Office,9/13/2016,Standard Class,New York,Art
Technology,Los Angeles,United States,JD-16150,Justin Deggeller,0.2,1,11/16/2016,CA-2016-119144,Anna Andreadi,90008,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,-$18,4,West,West,8709,79.968,Corporate,11/18/2016,First Class,California,Phones
Furniture,Los Angeles,United States,JD-16150,Justin Deggeller,0.15,1,11/16/2016,CA-2016-119144,Anna Andreadi,90008,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$25,3,West,West,8710,305.9745,Corporate,11/18/2016,First Class,California,Bookcases
Office Supplies,Los Angeles,United States,JD-16150,Justin Deggeller,0,1,11/16/2016,CA-2016-119144,Anna Andreadi,90008,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,$10,3,West,West,8711,344.91,Corporate,11/18/2016,First Class,California,Storage
Furniture,San Diego,United States,EJ-14155,Eva Jacobs,0.2,1,3/3/2016,CA-2016-105648,Anna Andreadi,92037,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",-$23,3,West,West,8712,626.352,Consumer,3/7/2016,Standard Class,California,Tables
Furniture,San Francisco,United States,PW-19240,Pierre Wener,0.15,1,12/3/2017,US-2017-145422,Anna Andreadi,94110,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",-$30,3,West,West,8713,359.499,Consumer,12/7/2017,Standard Class,California,Bookcases
Technology,San Diego,United States,TS-21430,Tom Stivers,0.2,1,7/11/2019,CA-2019-136623,Anna Andreadi,92105,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,$5,6,West,West,8714,71.952,Corporate,7/16/2019,Standard Class,California,Phones
Office Supplies,San Diego,United States,TS-21430,Tom Stivers,0.2,1,7/11/2019,CA-2019-136623,Anna Andreadi,92105,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",$9,5,West,West,8715,29.8,Corporate,7/16/2019,Standard Class,California,Binders
Office Supplies,Elyria,United States,BM-11650,Brian Moss,0.7,1,11/16/2019,CA-2019-121678,Chuck Magee,44035,OFF-BI-10002949,Prestige Round Ring Binders,-$1,1,East,East,8716,1.824,Corporate,11/20/2019,Second Class,Ohio,Binders
Office Supplies,Houston,United States,AW-10930,Arthur Wiediger,0.8,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,-$161,4,Central,Central,8717,64.384,Home Office,6/16/2018,Second Class,Texas,Appliances
Furniture,Houston,United States,AW-10930,Arthur Wiediger,0.6,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,FUR-FU-10001424,Dax Clear Box Frame,-$5,2,Central,Central,8718,6.984,Home Office,6/16/2018,Second Class,Texas,Furnishings
Office Supplies,Houston,United States,AW-10930,Arthur Wiediger,0.2,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,OFF-AR-10003469,Nontoxic Chalk,$4,8,Central,Central,8719,11.264,Home Office,6/16/2018,Second Class,Texas,Art
Office Supplies,Houston,United States,AW-10930,Arthur Wiediger,0.2,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,OFF-PA-10000232,Xerox 1975,$6,3,Central,Central,8720,15.552,Home Office,6/16/2018,Second Class,Texas,Paper
Furniture,Houston,United States,AW-10930,Arthur Wiediger,0.3,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,-$119,2,Central,Central,8721,379.372,Home Office,6/16/2018,Second Class,Texas,Chairs
Office Supplies,Houston,United States,AW-10930,Arthur Wiediger,0.2,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,OFF-ST-10002562,Staple magnet,$7,9,Central,Central,8722,67.536,Home Office,6/16/2018,Second Class,Texas,Storage
Office Supplies,Houston,United States,AW-10930,Arthur Wiediger,0.8,1,6/12/2018,CA-2018-120824,Kelly Williams,77070,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-$3,2,Central,Central,8723,1.524,Home Office,6/16/2018,Second Class,Texas,Binders
Office Supplies,Miami,United States,MH-17290,Marc Harrigan,0.2,1,12/29/2018,US-2018-135209,Cassandra Brandow,33178,OFF-PA-10002986,Xerox 1898,$13,7,South,South,8724,37.408,Home Office,12/31/2018,Second Class,Florida,Paper
Office Supplies,Miami,United States,MH-17290,Marc Harrigan,0.2,1,12/29/2018,US-2018-135209,Cassandra Brandow,33178,OFF-PA-10000143,Astroparche Fine Business Paper,$9,6,South,South,8725,25.344,Home Office,12/31/2018,Second Class,Florida,Paper
Office Supplies,Seattle,United States,SW-20275,Scott Williamson,0,1,3/18/2019,CA-2019-148145,Anna Andreadi,98115,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,$21,4,West,West,8726,46.2,Consumer,3/23/2019,Standard Class,Washington,Art
Technology,Murfreesboro,United States,SP-20860,Sung Pak,0.2,1,12/27/2017,CA-2017-103870,Cassandra Brandow,37130,TEC-AC-10002370,Maxell CD-R Discs,$1,3,South,South,8727,4.728,Corporate,12/31/2017,Standard Class,Tennessee,Accessories
Furniture,Murfreesboro,United States,SP-20860,Sung Pak,0.2,1,12/27/2017,CA-2017-103870,Cassandra Brandow,37130,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",$16,3,South,South,8728,53.352,Corporate,12/31/2017,Standard Class,Tennessee,Furnishings
Furniture,Murfreesboro,United States,SP-20860,Sung Pak,0.2,1,12/27/2017,CA-2017-103870,Cassandra Brandow,37130,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,$8,2,South,South,8729,131.104,Corporate,12/31/2017,Standard Class,Tennessee,Bookcases
Office Supplies,Murfreesboro,United States,SP-20860,Sung Pak,0.2,1,12/27/2017,CA-2017-103870,Cassandra Brandow,37130,OFF-ST-10002562,Staple magnet,$2,3,South,South,8730,22.512,Corporate,12/31/2017,Standard Class,Tennessee,Storage
Technology,Murfreesboro,United States,SP-20860,Sung Pak,0.2,1,12/27/2017,CA-2017-103870,Cassandra Brandow,37130,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,-$13,7,South,South,8731,72.744,Corporate,12/31/2017,Standard Class,Tennessee,Accessories
Office Supplies,Saint Louis,United States,SC-20695,Steve Chapman,0,1,7/31/2017,CA-2017-111017,Kelly Williams,63116,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",$16,3,Central,Central,8732,52.59,Corporate,8/6/2017,Standard Class,Missouri,Supplies
Office Supplies,Seattle,United States,PW-19030,Pauline Webber,0,1,6/27/2019,CA-2019-116988,Anna Andreadi,98105,OFF-PA-10003848,Xerox 1997,$9,3,West,West,8733,19.44,Corporate,6/29/2019,Second Class,Washington,Paper
Furniture,Seattle,United States,PW-19030,Pauline Webber,0,1,6/27/2019,CA-2019-116988,Anna Andreadi,98105,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,$40,3,West,West,8734,126.3,Corporate,6/29/2019,Second Class,Washington,Furnishings
Technology,Seattle,United States,PW-19030,Pauline Webber,0,1,6/27/2019,CA-2019-116988,Anna Andreadi,98105,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,$245,5,West,West,8735,1287.45,Corporate,6/29/2019,Second Class,Washington,Accessories
Office Supplies,New York City,United States,CS-12250,Chris Selesnick,0,1,2/7/2016,US-2016-169390,Chuck Magee,10024,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,$10,4,East,East,8736,64.96,Corporate,2/10/2016,Second Class,New York,Storage
Office Supplies,Woodbury,United States,RP-19855,Roy Phan,0,1,9/4/2018,CA-2018-168774,Kelly Williams,55125,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",$161,3,Central,Central,8737,535.41,Corporate,9/9/2018,Standard Class,Minnesota,Storage
Office Supplies,Chattanooga,United States,CS-12175,Charles Sheldon,0.7,1,4/6/2019,CA-2019-161592,Cassandra Brandow,37421,OFF-BI-10003669,3M Organizer Strips,-$6,5,South,South,8738,8.1,Corporate,4/10/2019,Standard Class,Tennessee,Binders
Office Supplies,Philadelphia,United States,MJ-17740,Max Jones,0.2,1,12/8/2019,US-2019-131961,Chuck Magee,19140,OFF-AR-10004441,BIC Brite Liner Highlighters,$4,4,East,East,8739,13.248,Consumer,12/11/2019,First Class,Pennsylvania,Art
Technology,Philadelphia,United States,MJ-17740,Max Jones,0.4,1,12/8/2019,US-2019-131961,Chuck Magee,19140,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,-$21,2,East,East,8740,83.988,Consumer,12/11/2019,First Class,Pennsylvania,Phones
Office Supplies,Lafayette,United States,JG-15160,James Galang,0,1,7/24/2018,CA-2018-102498,Cassandra Brandow,70506,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,$21,5,South,South,8741,73.2,Consumer,7/25/2018,First Class,Louisiana,Art
Office Supplies,Lawrence,United States,AG-10765,Anthony Garverick,0,1,11/9/2017,CA-2017-113222,Kelly Williams,46226,OFF-BI-10001890,Avery Poly Binder Pockets,$5,3,Central,Central,8742,10.74,Home Office,11/9/2017,Same Day,Indiana,Binders
Furniture,Hillsboro,United States,CK-12205,Chloris Kastensmidt,0.2,1,10/2/2017,US-2017-144771,Anna Andreadi,97123,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,$3,1,West,West,8743,11.032,Consumer,10/4/2017,First Class,Oregon,Furnishings
Technology,Hillsboro,United States,CK-12205,Chloris Kastensmidt,0.2,1,10/2/2017,US-2017-144771,Anna Andreadi,97123,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,-$5,3,West,West,8744,53.04,Consumer,10/4/2017,First Class,Oregon,Accessories
Office Supplies,Cambridge,United States,HD-14785,Harold Dahlen,0,1,11/22/2017,CA-2017-162376,Chuck Magee,02138,OFF-AR-10003056,Newell 341,$5,4,East,East,8745,17.12,Home Office,11/25/2017,Second Class,Massachusetts,Art
Office Supplies,Cambridge,United States,HD-14785,Harold Dahlen,0,1,11/22/2017,CA-2017-162376,Chuck Magee,02138,OFF-PA-10000300,Xerox 1936,$28,3,East,East,8746,59.94,Home Office,11/25/2017,Second Class,Massachusetts,Paper
Furniture,San Diego,United States,BO-11350,Bill Overfelt,0,1,2/2/2019,CA-2019-128076,Anna Andreadi,92105,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,$13,2,West,West,8747,210.58,Corporate,2/7/2019,Standard Class,California,Furnishings
Office Supplies,San Diego,United States,BO-11350,Bill Overfelt,0.2,1,2/2/2019,CA-2019-128076,Anna Andreadi,92105,OFF-BI-10003638,GBC Durable Plastic Covers,$10,2,West,West,8748,30.96,Corporate,2/7/2019,Standard Class,California,Binders
Technology,San Diego,United States,BO-11350,Bill Overfelt,0.2,1,2/2/2019,CA-2019-128076,Anna Andreadi,92105,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",$39,2,West,West,8749,239.984,Corporate,2/7/2019,Standard Class,California,Machines
Office Supplies,New York City,United States,LC-16885,Lena Creighton,0.2,1,6/16/2017,US-2017-163825,Chuck Magee,10009,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,144",3,East,East,8750,3050.376,Consumer,6/19/2017,First Class,New York,Binders
Technology,New York City,United States,LC-16885,Lena Creighton,0,1,6/16/2017,US-2017-163825,Chuck Magee,10009,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,$33,2,East,East,8751,133.98,Consumer,6/19/2017,First Class,New York,Phones
Office Supplies,Tallahassee,United States,RB-19465,Rick Bensley,0.2,1,5/5/2018,CA-2018-105662,Cassandra Brandow,32303,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",$31,4,South,South,8752,93.248,Home Office,5/9/2018,Standard Class,Florida,Paper
Technology,Tallahassee,United States,RB-19465,Rick Bensley,0.2,1,5/5/2018,CA-2018-105662,Cassandra Brandow,32303,TEC-PH-10001198,Avaya 4621SW VoIP phone,$20,3,South,South,8753,177.48,Home Office,5/9/2018,Standard Class,Florida,Phones
Office Supplies,Toledo,United States,JD-16015,Joy Daniels,0.2,1,9/9/2019,CA-2019-152198,Chuck Magee,43615,OFF-LA-10000443,Avery 501,$6,6,East,East,8754,17.712,Consumer,9/10/2019,First Class,Ohio,Labels
Office Supplies,Toledo,United States,JD-16015,Joy Daniels,0.7,1,9/9/2019,CA-2019-152198,Chuck Magee,43615,OFF-BI-10003669,3M Organizer Strips,-$4,3,East,East,8755,4.86,Consumer,9/10/2019,First Class,Ohio,Binders
Office Supplies,Toledo,United States,JD-16015,Joy Daniels,0.7,1,9/9/2019,CA-2019-152198,Chuck Magee,43615,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-$5,2,East,East,8756,6.258,Consumer,9/10/2019,First Class,Ohio,Binders
Office Supplies,Columbia,United States,MF-17665,Maureen Fritzler,0,1,7/22/2018,CA-2018-114307,Chuck Magee,21044,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$11,2,East,East,8757,37.68,Corporate,7/26/2018,Standard Class,Maryland,Appliances
Office Supplies,Columbia,United States,MF-17665,Maureen Fritzler,0,1,7/22/2018,CA-2018-114307,Chuck Magee,21044,OFF-PA-10004100,Xerox 216,$25,8,East,East,8758,51.84,Corporate,7/26/2018,Standard Class,Maryland,Paper
Furniture,Columbia,United States,MF-17665,Maureen Fritzler,0,1,7/22/2018,CA-2018-114307,Chuck Magee,21044,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",$9,3,East,East,8759,27.42,Corporate,7/26/2018,Standard Class,Maryland,Furnishings
Office Supplies,Columbia,United States,MF-17665,Maureen Fritzler,0,1,7/22/2018,CA-2018-114307,Chuck Magee,21044,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,$3,3,East,East,8760,5.4,Corporate,7/26/2018,Standard Class,Maryland,Binders
Office Supplies,Atlanta,United States,BF-11170,Ben Ferrer,0,1,1/31/2018,CA-2018-159891,Cassandra Brandow,30318,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,$635,1,South,South,8761,1270.99,Home Office,2/6/2018,Standard Class,Georgia,Binders
Office Supplies,Atlanta,United States,BF-11170,Ben Ferrer,0,1,1/31/2018,CA-2018-159891,Cassandra Brandow,30318,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",$59,8,South,South,8762,125.36,Home Office,2/6/2018,Standard Class,Georgia,Envelopes
Office Supplies,Sacramento,United States,FO-14305,Frank Olsen,0,1,12/29/2018,CA-2018-112578,Anna Andreadi,95823,OFF-ST-10003722,Project Tote Personal File,$4,1,West,West,8763,14.03,Consumer,1/2/2019,Standard Class,California,Storage
Office Supplies,Sacramento,United States,FO-14305,Frank Olsen,0,1,12/29/2018,CA-2018-112578,Anna Andreadi,95823,OFF-SU-10002557,Fiskars Spring-Action Scissors,$7,2,West,West,8764,27.96,Consumer,1/2/2019,Standard Class,California,Supplies
Office Supplies,Fort Worth,United States,BB-11545,Brenda Bowman,0.2,1,11/21/2017,CA-2017-107083,Kelly Williams,76106,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",$1,2,Central,Central,8765,5.344,Corporate,11/27/2017,Standard Class,Texas,Art
Office Supplies,Fort Worth,United States,BB-11545,Brenda Bowman,0.8,1,11/21/2017,CA-2017-107083,Kelly Williams,76106,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,-$3,2,Central,Central,8766,1.696,Corporate,11/27/2017,Standard Class,Texas,Binders
Office Supplies,Fort Worth,United States,BB-11545,Brenda Bowman,0.8,1,11/21/2017,CA-2017-107083,Kelly Williams,76106,OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,-$68,3,Central,Central,8767,24.588,Corporate,11/27/2017,Standard Class,Texas,Appliances
Office Supplies,Fort Worth,United States,BB-11545,Brenda Bowman,0.8,1,11/21/2017,CA-2017-107083,Kelly Williams,76106,OFF-BI-10002194,Cardinal Hold-It CD Pocket,-$13,5,Central,Central,8768,7.98,Corporate,11/27/2017,Standard Class,Texas,Binders
Technology,Columbus,United States,IL-15100,Ivan Liston,0.2,1,10/5/2017,CA-2017-151722,Chuck Magee,43229,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,$58,4,East,East,8769,288,Consumer,10/9/2017,Standard Class,Ohio,Accessories
Technology,Louisville,United States,PO-19180,Philisse Overcash,0.2,1,9/12/2018,CA-2018-151148,Anna Andreadi,80027,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,$9,3,West,West,8770,146.952,Home Office,9/13/2018,Same Day,Colorado,Phones
Furniture,Louisville,United States,PO-19180,Philisse Overcash,0.2,1,9/12/2018,CA-2018-151148,Anna Andreadi,80027,FUR-CH-10002304,"Global Stack Chair without Arms, Black",$5,4,West,West,8771,83.136,Home Office,9/13/2018,Same Day,Colorado,Chairs
Office Supplies,Raleigh,United States,DB-13555,Dorothy Badders,0.2,1,9/14/2019,CA-2019-115882,Cassandra Brandow,27604,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,$94,4,South,South,8772,942.784,Corporate,9/17/2019,First Class,North Carolina,Appliances
Office Supplies,Raleigh,United States,DB-13555,Dorothy Badders,0.2,1,9/14/2019,CA-2019-115882,Cassandra Brandow,27604,OFF-PA-10001125,Xerox 1988,$23,3,South,South,8773,74.352,Corporate,9/17/2019,First Class,North Carolina,Paper
Office Supplies,New York City,United States,LC-16960,Lindsay Castell,0,1,2/23/2017,CA-2017-132276,Chuck Magee,10024,OFF-AP-10000804,Hoover Portapower Portable Vacuum,$7,6,East,East,8774,26.88,Home Office,2/28/2017,Standard Class,New York,Appliances
Office Supplies,New York City,United States,LC-16960,Lindsay Castell,0.2,1,2/23/2017,CA-2017-132276,Chuck Magee,10024,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$4,2,East,East,8775,10.896,Home Office,2/28/2017,Standard Class,New York,Binders
Office Supplies,Chicago,United States,MP-18175,Mike Pelletier,0.2,1,12/5/2018,CA-2018-163636,Kelly Williams,60623,OFF-AR-10001547,Newell 311,$0,2,Central,Central,8776,3.536,Home Office,12/9/2018,Second Class,Illinois,Art
Furniture,Huntsville,United States,EA-14035,Erin Ashbrook,0.3,1,7/2/2018,CA-2018-102813,Kelly Williams,77340,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",$0,5,Central,Central,8777,528.43,Corporate,7/3/2018,First Class,Texas,Chairs
Office Supplies,Huntsville,United States,EA-14035,Erin Ashbrook,0.2,1,7/2/2018,CA-2018-102813,Kelly Williams,77340,OFF-PA-10000520,Xerox 201,$15,8,Central,Central,8778,41.472,Corporate,7/3/2018,First Class,Texas,Paper
Furniture,New York City,United States,BP-11095,Bart Pistole,0.2,1,12/13/2019,CA-2019-135377,Chuck Magee,10024,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$7,3,East,East,8779,287.976,Corporate,12/18/2019,Standard Class,New York,Bookcases
Office Supplies,Salem,United States,BM-11785,Bryan Mills,0.2,1,3/20/2017,CA-2017-165813,Anna Andreadi,97301,OFF-ST-10004258,Portable Personal File Box,$3,3,West,West,8780,29.304,Consumer,3/22/2017,Second Class,Oregon,Storage
Office Supplies,Houston,United States,CM-12715,Craig Molinari,0.2,1,3/1/2017,CA-2017-133585,Kelly Williams,77070,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$6,2,Central,Central,8781,55.328,Corporate,3/4/2017,First Class,Texas,Art
Furniture,Houston,United States,CM-12715,Craig Molinari,0.32,1,3/1/2017,CA-2017-133585,Kelly Williams,77070,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-$36,6,Central,Central,8782,1227.9984,Corporate,3/4/2017,First Class,Texas,Bookcases
Office Supplies,Twin Falls,United States,JD-16150,Justin Deggeller,0.2,1,9/15/2018,CA-2018-116911,Anna Andreadi,83301,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,$7,4,West,West,8783,20.416,Corporate,9/20/2018,Standard Class,Idaho,Binders
Furniture,Twin Falls,United States,JD-16150,Justin Deggeller,0,1,9/15/2018,CA-2018-116911,Anna Andreadi,83301,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,$260,3,West,West,8784,1128.39,Corporate,9/20/2018,Standard Class,Idaho,Tables
Office Supplies,Knoxville,United States,AS-10630,Ann Steele,0.2,1,3/17/2019,US-2019-129224,Cassandra Brandow,37918,OFF-LA-10003190,Avery 474,$2,2,South,South,8785,4.608,Home Office,3/23/2019,Standard Class,Tennessee,Labels
Technology,Phoenix,United States,CM-11815,Candace McMahon,0.2,1,5/28/2019,CA-2019-145765,Anna Andreadi,85023,TEC-PH-10001305,Panasonic KX TS208W Corded phone,$20,5,West,West,8786,195.96,Corporate,6/2/2019,Standard Class,Arizona,Phones
Office Supplies,Phoenix,United States,CM-11815,Candace McMahon,0.2,1,5/28/2019,CA-2019-145765,Anna Andreadi,85023,OFF-PA-10001534,Xerox 230,$5,3,West,West,8787,15.552,Corporate,6/2/2019,Standard Class,Arizona,Paper
Technology,Phoenix,United States,CM-11815,Candace McMahon,0.2,1,5/28/2019,CA-2019-145765,Anna Andreadi,85023,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,$54,4,West,West,8788,271.968,Corporate,6/2/2019,Standard Class,Arizona,Accessories
Furniture,Monroe,United States,JE-15715,Joe Elijah,0.2,1,6/15/2019,CA-2019-126914,Cassandra Brandow,28110,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,$52,3,South,South,8789,698.352,Consumer,6/19/2019,Standard Class,North Carolina,Chairs
Furniture,Monroe,United States,JE-15715,Joe Elijah,0.2,1,6/15/2019,CA-2019-126914,Cassandra Brandow,28110,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-$4,2,South,South,8790,77.728,Consumer,6/19/2019,Standard Class,North Carolina,Bookcases
Office Supplies,Richmond,United States,AG-10525,Andy Gerbode,0,1,9/6/2017,CA-2017-169572,Cassandra Brandow,23223,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",$21,9,South,South,8791,46.62,Corporate,9/12/2017,Standard Class,Virginia,Binders
Technology,Houston,United States,TT-21220,Thomas Thornton,0.2,1,3/18/2019,CA-2019-162075,Kelly Williams,77041,TEC-PH-10001557,Pyle PMP37LED,$47,7,Central,Central,8792,537.544,Consumer,3/24/2019,Standard Class,Texas,Phones
Office Supplies,Los Angeles,United States,BP-11095,Bart Pistole,0,1,12/19/2016,CA-2016-162992,Anna Andreadi,90008,OFF-LA-10001934,Avery 516,$7,2,West,West,8793,14.62,Corporate,12/21/2016,First Class,California,Labels
Office Supplies,Los Angeles,United States,BP-11095,Bart Pistole,0,1,12/19/2016,CA-2016-162992,Anna Andreadi,90008,OFF-FA-10004248,Advantus T-Pin Paper Clips,$9,5,West,West,8794,22.55,Corporate,12/21/2016,First Class,California,Fasteners
Technology,Los Angeles,United States,BP-11095,Bart Pistole,0.2,1,12/19/2016,CA-2016-162992,Anna Andreadi,90008,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,$73,5,West,West,8795,583.8,Corporate,12/21/2016,First Class,California,Phones
Technology,Los Angeles,United States,BP-11095,Bart Pistole,0.2,1,12/19/2016,CA-2016-162992,Anna Andreadi,90008,TEC-PH-10002085,Clarity 53712,$16,4,West,West,8796,211.168,Corporate,12/21/2016,First Class,California,Phones
Office Supplies,Orem,United States,MJ-17740,Max Jones,0,1,7/7/2018,CA-2018-106397,Anna Andreadi,84057,OFF-PA-10003441,Xerox 226,$6,2,West,West,8797,12.96,Consumer,7/13/2018,Standard Class,Utah,Paper
Office Supplies,Orem,United States,MJ-17740,Max Jones,0,1,7/7/2018,CA-2018-106397,Anna Andreadi,84057,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,$13,2,West,West,8798,45.98,Consumer,7/13/2018,Standard Class,Utah,Art
Technology,Burlington,United States,VM-21685,Valerie Mitchum,0,1,4/6/2018,US-2018-150140,Chuck Magee,,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,$337,5,East,East,8799,1294.75,Home Office,4/10/2018,Standard Class,Vermont,Phones
